election_year,election_type,office,district,candidate_name,first_name,middle_name,last_name,prefix,suffix,nickname,full_name_display,party,phone,email,address,website,state,original_name,original_state,original_election_year,original_office,original_filing_date,id,stable_id,county,city,zip_code,filing_date,election_date,facebook,twitter
2024,Primary,US Representative,_1,Diana DeGette,Diana,,DeGette,,,,Diana DeGette,Democratic,,,,,Colorado,Diana DeGette,Colorado,2024,Representative to the 119th United States Congress - District 1,,,,,,,,,,
2024,Primary,US Representative,_1,Valdamar Archuleta,Valdamar,,Archuleta,,,,Valdamar Archuleta,Republican,,,,,Colorado,Valdamar Archuleta,Colorado,2024,Representative to the 119th United States Congress - District 1,,,,,,,,,,
2024,Primary,US Representative,_2,Joe Neguse,Joe,,Neguse,,,,Joe Neguse,Democratic,,,,,Colorado,Joe Neguse,Colorado,2024,Representative to the 119th United States Congress - District 2,,,,,,,,,,
2024,Primary,US Representative,_2,Marshall Dawson,Marshall,,Dawson,,,,Marshall Dawson,Republican,,,,,Colorado,Marshall Dawson,Colorado,2024,Representative to the 119th United States Congress - District 2,,,,,,,,,,
2024,Primary,US Representative,_3,Adam Frisch,Adam,,Frisch,,,,Adam Frisch,Democratic,,,,,Colorado,Adam Frisch,Colorado,2024,Representative to the 119th United States Congress - District 3,,,,,,,,,,
2024,Primary,US Representative,_3,Stephen A. Varela,Stephen,A.,Varela,,,,Stephen A. Varela,Republican,,,,,Colorado,Stephen A. Varela,Colorado,2024,Representative to the 119th United States Congress - District 3,,,,,,,,,,
2024,Primary,US Representative,_3,Ron Hanks,Ron,,Hanks,,,,Ron Hanks,Republican,,,,,Colorado,Ron Hanks,Colorado,2024,Representative to the 119th United States Congress - District 3,,,,,,,,,,
2024,Primary,US Representative,_3,Lew Webb,Lew,,Webb,,,,Lew Webb,Republican,,,,,Colorado,Lew Webb,Colorado,2024,Representative to the 119th United States Congress - District 3,,,,,,,,,,
2024,Primary,US Representative,_3,Russ Andrews,Russ,,Andrews,,,,Russ Andrews,Republican,,,,,Colorado,Russ Andrews,Colorado,2024,Representative to the 119th United States Congress - District 3,,,,,,,,,,
2024,Primary,US Representative,_3,Curtis M. McCrackin,Curtis,M.,McCrackin,,,,Curtis M. McCrackin,Republican,,,,,Colorado,Curtis M. McCrackin,Colorado,2024,Representative to the 119th United States Congress - District 3,,,,,,,,,,
2024,Primary,US Representative,_3,Jeff Hurd,Jeff,,Hurd,,,,Jeff Hurd,Republican,,,,,Colorado,Jeff Hurd,Colorado,2024,Representative to the 119th United States Congress - District 3,,,,,,,,,,
2024,Primary,US Representative,_4,Trisha Calvarese,Trisha,,Calvarese,,,,Trisha Calvarese,Democratic,,,,,Colorado,Trisha Calvarese,Colorado,2024,Representative to the 119th United States Congress - District 4,,,,,,,,,,
2024,Primary,US Representative,_4,John Padora Jr.,John,,Padora,,Jr,,John Padora,Democratic,,,,,Colorado,John Padora Jr.,Colorado,2024,Representative to the 119th United States Congress - District 4,,,,,,,,,,
2024,Primary,US Representative,_4,Ike McCorkle,Ike,,McCorkle,,,,Ike McCorkle,Democratic,,,,,Colorado,Ike McCorkle,Colorado,2024,Representative to the 119th United States Congress - District 4,,,,,,,,,,
2024,Primary,US Representative,_4,Lauren Boebert,Lauren,,Boebert,,,,Lauren Boebert,Republican,,,,,Colorado,Lauren Boebert,Colorado,2024,Representative to the 119th United States Congress - District 4,,,,,,,,,,
2024,Primary,US Representative,_4,Richard Holtorf,Richard,,Holtorf,,,,Richard Holtorf,Republican,,,,,Colorado,Richard Holtorf,Colorado,2024,Representative to the 119th United States Congress - District 4,,,,,,,,,,
2024,Primary,US Representative,_4,Mike Lynch,Mike,,Lynch,,,,Mike Lynch,Republican,,,,,Colorado,Mike Lynch,Colorado,2024,Representative to the 119th United States Congress - District 4,,,,,,,,,,
2024,Primary,US Representative,_4,Deborah Flora,Deborah,,Flora,,,,Deborah Flora,Republican,,,,,Colorado,Deborah Flora,Colorado,2024,Representative to the 119th United States Congress - District 4,,,,,,,,,,
2024,Primary,US Representative,_4,Jerry Sonnenberg,Jerry,,Sonnenberg,,,,Jerry Sonnenberg,Republican,,,,,Colorado,Jerry Sonnenberg,Colorado,2024,Representative to the 119th United States Congress - District 4,,,,,,,,,,
2024,Primary,US Representative,_4,Peter Yu,Peter,,Yu,,,,Peter Yu,Republican,,,,,Colorado,Peter Yu,Colorado,2024,Representative to the 119th United States Congress - District 4,,,,,,,,,,
2024,Primary,US Representative,_5,River Gassen,River,,Gassen,,,,River Gassen,Democratic,,,,,Colorado,River Gassen,Colorado,2024,Representative to the 119th United States Congress - District 5,,,,,,,,,,
2024,Primary,US Representative,_5,Joe Reagan,Joe,,Reagan,,,,Joe Reagan,Democratic,,,,,Colorado,Joe Reagan,Colorado,2024,Representative to the 119th United States Congress - District 5,,,,,,,,,,
2024,Primary,US Representative,_5,Dave Williams,Dave,,Williams,,,,Dave Williams,Republican,,,,,Colorado,Dave Williams,Colorado,2024,Representative to the 119th United States Congress - District 5,,,,,,,,,,
2024,Primary,US Representative,_5,Jeff Crank,Jeff,,Crank,,,,Jeff Crank,Republican,,,,,Colorado,Jeff Crank,Colorado,2024,Representative to the 119th United States Congress - District 5,,,,,,,,,,
2024,Primary,US Representative,_6,Jason Crow,Jason,,Crow,,,,Jason Crow,Democratic,,,,,Colorado,Jason Crow,Colorado,2024,Representative to the 119th United States Congress - District 6,,,,,,,,,,
2024,Primary,US Representative,_6,John E. Fabbricatore,John,E.,Fabbricatore,,,,John E. Fabbricatore,Republican,,,,,Colorado,John E. Fabbricatore,Colorado,2024,Representative to the 119th United States Congress - District 6,,,,,,,,,,
2024,Primary,US Representative,_7,Brittany Pettersen,Brittany,,Pettersen,,,,Brittany Pettersen,Democratic,,,,,Colorado,Brittany Pettersen,Colorado,2024,Representative to the 119th United States Congress - District 7,,,,,,,,,,
2024,Primary,US Representative,_7,Sergei Matveyuk,Sergei,,Matveyuk,,,,Sergei Matveyuk,Republican,,,,,Colorado,Sergei Matveyuk,Colorado,2024,Representative to the 119th United States Congress - District 7,,,,,,,,,,
2024,Primary,US Representative,_8,Yadira Caraveo,Yadira,,Caraveo,,,,Yadira Caraveo,Democratic,,,,,Colorado,Yadira Caraveo,Colorado,2024,Representative to the 119th United States Congress - District 8,,,,,,,,,,
2024,Primary,US Representative,_8,Gabe Evans,Gabe,,Evans,,,,Gabe Evans,Republican,,,,,Colorado,Gabe Evans,Colorado,2024,Representative to the 119th United States Congress - District 8,,,,,,,,,,
2024,Primary,US Representative,_8,Janak Joshi,Janak,,Joshi,,,,Janak Joshi,Republican,,,,,Colorado,Janak Joshi,Colorado,2024,Representative to the 119th United States Congress - District 8,,,,,,,,,,
2024,Primary,State Board of Education Member,_2,Kathy Gebhardt,Kathy,,Gebhardt,,,,Kathy Gebhardt,Democratic,,,,,Colorado,Kathy Gebhardt,Colorado,2024,State Board of Education Member - Congressional District 2,,,,,,,,,,
2024,Primary,State Board of Education Member,_2,Marisol Lynda Rodriguez,Marisol,Lynda,Rodriguez,,,,Marisol Lynda Rodriguez,Democratic,,,,,Colorado,Marisol Lynda Rodriguez,Colorado,2024,State Board of Education Member - Congressional District 2,,,,,,,,,,
2024,Primary,State Board of Education Member,_3,Ellen Angeles,Ellen,,Angeles,,,,Ellen Angeles,Democratic,,,,,Colorado,Ellen Angeles,Colorado,2024,State Board of Education Member - Congressional District 3,,,,,,,,,,
